fecha dictamen,numero
2011-03-06,83803-95184-BG
2010-11-06,26725-34365-KE
2016-10-08,20924-76309-FD
2015-10-13,49144-11533-OB
2019-05-31,20672-25738-BG
2014-09-23,84656-83463-AF
2019-06-22,47317-17528-MH
1986-12-08,28128-3188-EN
2019-06-05,64053-80936-MG
2013-03-02,84897-13115-IM
2001-05-21,52263-35352-NF
2018-09-01,7111-38282-BK
2019-12-01,9860-26750-HM
2015-04-01,80594-7876-BK
1998-04-02,42498-98551-BB
2002-06-03,33037-7777-BO
1969-02-04,91319-18721-FG
1990-02-20,68475-13151-EH
2012-11-24,763-75899-EA
1999-04-13,29791-54071-LM
2015-09-05,72583-92494-JL
2003-09-18,94828-12296-EM
2017-07-15,93146-88829-MD
2017-07-07,61945-88352-JJ
2019-08-13,67128-83622-AD
2018-01-21,64795-38148-FF
2019-04-19,80828-40755-MN
2018-02-13,99466-51139-FO
2019-03-23,36664-54960-KL
2003-07-04,72216-31775-BL
2018-09-20,5957-33846-AE
2015-04-17,53471-80922-DO
1996-02-12,35780-18513-OK
1993-08-29,23746-15750-BO
2018-06-25,12092-91136-HF
2014-08-07,32461-15058-NI
2015-03-27,1330-12934-LJ
2019-06-06,18129-56676-FN
2016-04-26,34434-37067-BB
2017-01-08,8121-81924-MK
2016-04-21,38570-59554-DO
2016-08-10,93498-78136-EA
2018-01-26,68650-78323-HB
2017-04-01,74181-2655-KK
2008-01-20,84779-74820-IF
2018-02-19,97702-6573-ME
2006-09-22,57317-68950-EA
2018-10-16,42050-31561-NM
2019-04-03,42993-22587-NG
2017-12-14,93526-11875-KO
2019-08-18,91413-19812-KA
2019-08-21,80584-81158-HM
2003-07-03,75348-81284-HO
2012-03-18,1355-8627-EF
2017-04-30,88054-77501-KJ
2015-04-12,41926-35903-EJ
2018-07-11,248-91349-ID
2008-12-26,58772-58866-LA
2008-06-04,83706-88294-LB
2019-04-13,4210-77779-IJ
2019-08-15,73374-50054-OD
2010-10-29,25561-30540-FD
1994-11-22,28709-56178-FN
1980-09-20,46557-85309-AN
2007-06-04,89271-32427-BH
2011-07-10,70013-44976-EB
2014-07-17,84544-84053-GF
2018-06-14,33710-49963-NM
1992-08-02,87955-19005-FA
2016-06-08,2015-57900-EM
2017-01-19,73080-31620-KL
1995-09-19,87178-78041-DH
2013-12-09,52948-66555-AB
2004-09-14,69155-913-NF
2010-04-13,78242-29838-FD
2019-03-08,66255-73606-EL
2016-08-19,41517-29630-BM
2011-10-01,10209-55525-ME
2018-02-02,68537-82626-EE
2018-08-06,71114-1275-KE
2018-03-13,70143-6670-EJ
2017-08-27,57124-13159-GG
2007-05-20,39269-15706-NN
2019-09-03,80274-16535-IJ
2010-03-16,91222-7033-AD
1994-05-27,50819-64538-BN
2018-04-30,52422-92481-NI
2016-02-06,18436-90124-AJ
2018-06-28,60878-77425-MB
1981-09-23,39247-21198-HL
2003-02-06,45996-78190-ON
2017-05-06,62100-35454-LE
2005-04-23,7310-34622-IA
2018-11-30,88983-78336-BB
2019-09-06,57915-26963-BK
2019-05-05,1407-14992-KK
2014-06-19,17120-67342-HF
2013-12-17,86523-99836-FN
2015-08-30,4338-48865-BD
2003-04-05,28458-53763-KD
2017-12-02,61892-96054-IH
2017-01-04,11324-12539-OD
2014-05-24,75219-71543-KB
2015-04-29,48793-96248-BL
2017-03-21,45022-69090-ED
2019-01-26,67316-97120-AO
2007-07-19,77620-40177-FK
2017-05-06,78627-75363-NM
2013-08-27,26102-26382-NO
2016-10-30,40771-92434-GB
2019-10-07,49200-81609-MO
2010-03-04,33345-7879-GM
2019-05-03,14148-30386-NO
1993-07-20,74688-66127-HL
2019-06-16,56203-52063-BB
2003-01-02,41715-26459-NH
2017-04-09,57209-49242-FN
2018-03-08,53089-25688-LB
2009-12-26,38678-52548-NE
2019-12-06,53595-59813-BB
2017-04-26,1283-86553-LD
2005-12-01,77139-59296-OI
1994-08-23,28980-95296-GF
2019-03-08,59542-82091-IK
2017-01-14,94425-68128-GF
2010-06-26,85041-58627-FB
1981-01-30,86953-44894-LB
2010-01-12,75819-28680-EG
1997-02-02,77642-45090-JO
2005-08-08,60899-76360-DK
2006-04-01,31455-99440-FE
2005-07-02,44162-81120-BN
2019-06-05,25968-35620-GL
2003-12-15,66822-81938-HK
2018-05-09,69088-14478-DD
2006-10-04,58249-371-BD
2009-01-09,81720-2023-KG
2018-09-30,20206-26126-BB
2010-07-25,93930-11788-BB
1988-11-21,91659-4742-EJ
1999-10-24,41169-57045-GG
2015-08-14,74689-83471-AG
1995-08-25,23470-32290-OB
2016-02-20,18008-63103-JK
2012-07-07,82361-53410-ME
1997-02-14,32171-89844-LG
2005-04-03,9238-41599-KG
2013-08-07,42197-6264-LK
2019-07-13,95494-43189-DG
1994-06-30,92956-95084-BB
1999-05-21,16898-68738-HD
2016-02-23,18357-49626-MI
2012-05-12,43901-11891-MB
2016-11-12,18845-80417-EM
2015-10-17,73888-40840-FE
2019-03-08,72571-37670-OG
2010-09-06,40819-11611-OG
2019-07-22,96732-1334-II
2017-01-16,17112-3361-MK
2017-06-04,68865-6571-LB
2019-02-13,60477-91434-GJ
2018-11-17,59993-63574-HA
2015-08-22,766-32115-HB
2019-12-08,67172-95168-JB
1976-09-26,96508-1367-EH
2015-05-07,29202-54447-ON
2019-05-27,86894-44864-DA
2019-06-06,29369-87258-OG
2013-05-28,55713-13082-LK
2019-04-23,29653-89436-HO
2018-06-16,56910-64067-MF
2015-06-05,86506-85065-BJ
2018-11-19,74607-58472-OD
2000-10-20,92691-10668-EM
2008-10-14,38692-3280-HL
2013-07-03,69397-47741-II
2019-03-31,33938-54730-MH
2017-05-30,69154-43156-FL
2004-02-10,45202-29893-AB
1986-05-14,19237-64123-BK
2019-02-03,49584-99611-NH
2005-11-29,92176-23189-BI
2018-12-12,70063-85732-ME
1979-01-02,22300-38523-AK
2019-06-24,23107-78162-MB
1984-07-30,91313-48491-NO
1989-04-02,40630-90039-II
2017-08-03,14109-2806-NI
2019-09-08,35871-68174-ON
2019-08-29,34868-37323-NB
1998-11-17,77407-86518-NA
2018-06-18,56505-46798-JD
2018-08-09,89017-55451-BD
2015-03-24,82420-94948-JF
2019-03-22,15157-74460-LM
2006-09-21,48001-11985-BK
2016-03-21,44919-6141-BN
2019-01-06,775-28474-DI
2004-09-20,1079-27094-DD
2018-04-25,43550-81462-DL
2010-06-11,69186-82960-FJ
2012-01-21,15309-92724-DL
2016-12-17,93267-38834-OB
2006-08-31,74760-46661-OD
2019-08-14,41190-16293-HH
2011-02-25,67791-75198-LN
2019-07-28,24387-75528-GA
2017-09-17,70598-11111-HB
2017-06-30,97934-67785-JJ
2018-01-13,27199-64780-IL
2011-04-03,85822-31953-KJ
2018-04-21,78920-41371-IH
2018-09-21,84803-52358-OH
2008-11-05,81376-96226-DO
1998-09-01,45665-35014-LD
2019-11-07,17476-94577-GG
2019-10-08,89458-91207-KD
2016-09-18,63816-20153-IL
2014-08-12,92687-57957-BG
2018-10-21,65692-94006-KE
2019-04-15,6772-60726-EE
2019-02-25,13215-27205-BO
2018-10-03,77895-72235-BN
1999-01-14,81386-57527-GK
2018-03-20,70929-50153-ED
2015-05-19,59813-37726-BE
2014-02-22,90391-40479-FB
2003-05-19,52996-25683-BM
2001-09-11,36344-5487-BM
2018-01-07,91538-6307-FL
2018-02-17,82482-99881-JK
2016-10-23,35727-84236-NI
2019-10-08,20098-40746-DO
2014-06-16,77438-90295-IH
2015-11-04,34474-42523-LD
2003-06-08,82895-1142-DG
1982-01-23,94633-43313-AO
2000-09-06,28652-29445-IF
2001-10-17,57307-78386-JE
2014-11-20,89454-93732-NL
2017-08-15,99139-27599-EE
2016-06-28,45953-23835-AO
2011-04-18,77707-69223-OI
2011-07-17,66203-31072-FM
2008-09-04,94196-79693-BM
2015-07-01,51641-29414-IF
2012-08-12,91970-93811-OK
2009-06-08,96597-40350-KK
2011-11-09,38043-69649-ME
2003-05-01,42325-68425-NK
2018-09-17,76079-30055-ON
2019-12-02,28496-31178-KN
2018-11-15,71178-45390-NK
2003-02-15,55978-99440-NL
2000-08-12,58140-54905-HO
2019-07-23,47801-34635-BI
2018-11-29,52557-59420-IE
2010-02-03,30547-67916-MI
2012-09-11,79734-54872-GK
2012-12-02,28624-48251-FE
2005-12-14,58295-8652-ID
2014-08-07,29273-46051-BE
2006-10-04,71640-65035-FO
2012-11-09,71174-41541-HM
1990-04-09,51627-34253-HH
1989-01-30,91667-94717-NI
2018-10-02,29127-83986-KK
2019-10-07,7958-12173-BF
1997-07-27,37573-75510-OM
2018-10-12,67513-14023-BF
2014-09-13,75748-4145-FD
1984-01-24,13801-20876-BE
1992-12-04,20932-35957-IA
1982-01-19,54360-32399-KA
2011-08-16,79220-96310-AJ
2010-07-30,16999-15580-DB
2018-03-15,58667-89496-NO
2016-09-13,62494-97961-NN
2013-11-30,9282-6989-BI
2016-07-11,58580-94426-IG
2018-08-14,77963-52379-IB
2019-02-19,38533-97107-NO
1991-12-18,37675-8779-OF
2017-10-06,27007-43545-GF
2015-01-18,78912-25729-IH
2015-03-06,1377-9855-HI
2016-04-13,64625-3440-LL
2007-03-15,32605-70070-ON
2016-09-07,96889-68536-KJ
2015-03-03,64807-65898-JI
2016-09-10,33743-89112-GJ
2015-12-14,70235-33674-OI
2016-11-16,41132-500-AE
2016-03-20,68045-28194-NF
2005-06-27,63222-34170-BO
2016-03-17,42117-55455-JE
2016-11-07,91433-75622-NI
2016-01-05,89734-38478-DJ
2018-01-01,9000-46070-MJ
2014-01-14,93352-62542-NO
2013-09-16,29180-33128-NG
2019-07-26,54753-22850-EL
2018-12-15,99866-31726-BL
2008-02-26,87067-75740-BK
1998-01-29,61818-78389-ML
2017-03-06,85187-55817-OJ
2015-11-13,47168-58687-EH
2019-03-15,26513-45728-JB
2015-01-13,59849-8369-FM
2007-11-01,48208-463-AL
2019-08-25,54814-66669-GF
2017-10-13,73234-88704-HJ
2001-02-11,21791-37394-AL
2013-03-18,68623-13267-KB
2018-06-17,73784-32724-BN
2018-03-31,30586-585-FO
2014-12-30,59891-35294-MN
2006-08-22,63015-24636-BK
2017-08-09,82330-31320-BA
2013-06-19,52399-78553-FJ
2016-05-02,27506-46545-DI
2019-08-24,41796-68577-EG
2004-02-19,15331-33258-BI
2014-02-20,66274-51252-AI
2019-08-30,32133-97385-AH
1997-06-19,37201-66813-BE
2004-09-03,89448-18778-FM
1993-04-08,70486-10315-BJ
2017-04-15,26972-68934-FG
1998-12-18,2090-2210-MK
2009-02-20,6873-85078-FA
1998-12-12,93819-64945-FL
2017-07-11,78263-23694-ED
1982-01-09,22814-90298-NB
2019-05-08,91732-95909-LG
2018-08-12,14239-58400-ID
2019-05-04,60555-31978-IE
2018-07-30,18972-27977-MH
2016-02-14,9660-53722-EM
2017-08-24,25725-99182-KD
2008-09-02,79602-90152-OO
2019-03-05,36456-88058-BI
2005-03-21,65564-16113-JB
2015-08-30,77110-32054-MA
2015-03-12,52059-23926-AD
1998-11-10,14432-57034-OO
2017-12-05,690-13699-DL
1986-05-05,25919-48542-FB
2009-06-02,33548-67866-EO
2012-06-06,73215-49144-KK
2016-07-02,81800-663-OO
2019-01-23,72796-38075-BG
1998-04-03,6990-11079-FF
2001-02-13,48825-59277-BK
2014-08-01,8653-85539-MG
2002-04-03,61322-54106-HL
2019-08-29,73932-79297-AN
2012-07-02,49180-24825-BL
2018-11-18,12799-369-KD
2017-10-19,89322-63870-GI
2007-10-19,92590-11636-AM
2014-09-18,88382-89304-JN
1994-05-25,37827-59310-LI
2019-11-08,45152-21041-AA
2014-11-24,3350-90855-BG
2019-02-27,995-25912-EA
1980-02-18,46175-76590-OF
1998-06-22,24705-72499-FK
2015-10-31,6318-69441-BG
2018-07-13,10684-99059-BI
1988-06-09,59064-60996-JE
1993-01-14,71500-63846-BO
2017-02-28,25326-48013-NG
2016-12-22,8477-14816-OF
2017-07-16,18837-85173-DK
2006-02-19,72151-53276-DJ
1983-08-30,40596-29622-IO
2010-06-07,40982-93503-ND
2014-08-11,67409-41825-NK
1992-02-10,33244-18495-BJ
2019-06-14,49649-80453-FF
2018-06-16,7895-15373-DD
2019-10-08,19774-86567-KI
2016-04-28,84561-29716-AB
2016-12-22,1671-11878-KD
2018-03-06,49642-97891-LG
2014-02-18,76850-64342-MB
2016-06-11,52975-14083-HB
2018-09-11,55173-56056-BM
2017-09-22,45650-46230-NB
2014-09-04,60984-99929-IG
2004-05-27,33363-77679-EO
1985-10-21,75940-62391-JO
2017-01-03,8489-21946-LI
2016-07-10,29046-30407-EI
2018-05-04,37207-28723-ME
1999-04-22,51479-84113-BH
2009-05-10,48682-60439-MB
1991-07-26,46448-61681-OM
2013-04-26,11140-82859-DK
2017-01-18,99743-66663-OL
1987-10-13,33813-62792-OD
2018-12-18,81465-4288-AB
2001-01-08,11828-49182-LK
2013-05-08,19095-38774-BD
2019-11-04,93581-12553-JD
2016-10-14,9168-32815-JG
2012-07-21,58852-10247-HH
2017-10-05,74028-50461-DK
2017-11-20,38534-94952-AG
2011-05-25,80256-94223-HB
2014-04-05,21344-28973-ME
2007-11-30,25621-78615-AM
2018-11-30,45006-52416-IE
2018-10-15,23956-12049-BE
1992-07-25,43650-88831-AJ
2000-06-24,18542-72303-JL
2013-08-17,6135-80075-KI
2017-02-07,31547-64342-BJ
2005-12-08,44685-81727-II
2015-12-28,49987-91072-AB
2013-04-29,84383-86636-GA
2016-03-21,23516-7226-NK
2017-07-25,2495-34072-NE
2018-02-08,44985-42835-JF
2019-08-15,56687-96618-BJ
2017-05-01,71875-68863-JH
2012-10-28,40962-71964-AK
2016-06-21,7053-46999-IE
2014-06-03,37801-60163-ME
2013-11-11,31447-70223-KM
2009-09-18,26980-73059-MB
2019-07-25,39031-28036-AB
2011-04-22,9000-30005-IG
2019-07-01,27693-37777-DN
2019-08-21,61707-97425-BO
2003-05-15,41849-65370-DG
2015-05-13,34579-23909-EA
2018-08-28,98590-52997-OD
1965-05-07,39131-16065-HH
1992-08-29,31635-19662-OO
2018-03-03,57347-98110-HB
2010-08-26,77779-11003-BK
2018-11-08,3024-33782-NN
2008-07-01,41337-65665-OE
2019-08-28,32170-87898-KK
2007-07-24,60876-39139-IL
2019-04-26,30532-74537-IK
2019-06-13,55784-55491-GE
2017-01-24,94920-31660-BI
2008-11-30,94941-64370-GJ
2012-01-18,78534-96139-GJ
2007-04-24,57799-16568-EA
2015-07-27,73313-31641-KB
2018-04-15,75953-9088-DL
2019-07-19,89576-61146-GO
2007-05-20,23053-7242-LA
2007-02-16,98945-24433-DK
2009-12-17,9854-39222-MG
2003-11-10,78445-49322-KL
2019-02-25,5344-64950-FD
1998-03-08,66498-73183-MM
2013-05-13,41798-31072-LL
2011-04-07,86594-45334-JD
2019-07-07,64923-32653-MM
2019-12-08,99893-52065-IF
2013-07-15,25802-48979-HF
2018-11-24,86685-27479-DI
2019-03-05,5969-62821-EH
2010-08-31,22234-56589-FD
2012-03-24,86576-79815-HI
2019-07-25,11814-50233-OK
2006-06-11,96638-75395-KI
2017-09-03,6907-67836-AD
1988-10-28,34262-10163-HK
1974-11-02,2400-50342-BO
1999-02-07,36243-43934-ED
2015-05-02,97654-6596-OK
2018-03-18,10196-2568-JG
2007-06-16,54566-26281-LE
2019-08-13,1249-88690-NF
2001-11-11,10808-25577-KA
2017-12-10,90982-73444-KE
2018-06-13,66456-57616-BK
2005-06-02,62657-80697-EB
2019-03-27,75837-27858-JM
1991-12-27,51975-51592-IL
2016-12-22,11597-55312-AN
2006-09-20,72782-69199-MH
2017-05-20,85833-79083-KF
2009-07-12,38340-49400-KN
2017-09-02,9302-91051-NO
2016-05-12,30823-26165-GI
2019-08-29,36272-75403-BI
2019-10-07,37952-41228-AF
1985-06-07,72718-19819-BB
2018-10-06,7583-20582-FA
2015-11-22,63090-74250-DF
2017-10-13,39781-12195-DG
2009-04-04,98718-78975-FL
2015-01-20,67982-75708-NK
2012-03-22,35092-13119-LJ
2011-04-11,78452-59235-FM
2012-07-31,98790-89258-NH
2014-07-20,78024-46254-KO
2003-07-22,35922-94174-HN
2015-01-10,52876-12159-DN
2018-02-23,52609-50670-BN
2011-01-02,19451-18360-AB
2018-08-06,232-816-AM
1999-09-19,51170-41500-AG
2017-09-12,48031-51982-MO
2018-09-25,28700-1839-NG
2013-06-28,31606-36745-BD
2009-06-11,72007-27376-ME
2018-01-04,52299-76135-DL
2009-09-08,75624-6603-MB
1996-06-11,96391-81717-BE
2018-12-17,46687-76068-HK
2008-11-30,91640-47850-AH
2019-04-15,485-30406-DN
2018-03-28,41644-48634-BF
2019-01-07,14142-48226-DE
2012-05-02,15825-28387-AM
1999-08-20,52510-15778-JH
2016-09-14,55323-92546-NF
2019-05-30,17361-13593-DN
2019-03-28,36502-99419-GB
2002-03-02,693-70782-DK
2011-10-05,29982-95316-IN
2014-04-26,66419-48319-FN
1982-02-06,68915-39965-MD
2008-08-17,37001-85693-IL
1990-03-28,50816-11147-ND
1995-04-21,71715-83617-GB
1995-01-30,57356-84030-DB
2019-07-18,52205-38659-AI
1995-09-13,76804-26328-LJ
2002-06-24,64776-66468-LF
1990-04-26,74473-99787-EF
1994-01-28,66127-53720-FM
2018-06-15,26538-99698-GM
2002-05-27,76155-53899-EA
2014-06-26,86833-58297-GG
2010-01-13,48122-50579-EJ
2009-01-08,44947-65044-FB
2019-05-20,38117-46551-OH
2015-05-23,82929-35643-LH
2009-06-06,79023-7409-OO
1992-11-19,28283-21675-AK
2014-05-21,77564-88116-MH
2010-06-20,582-47039-GF
2013-01-08,97821-83410-MD
2003-09-11,48948-38233-OF
2007-12-07,61997-15330-FO
2004-02-01,54713-61909-JD
2016-02-29,59216-31012-JL
2019-01-15,28212-24118-KA
2017-08-04,78808-20712-BL
2017-07-20,88762-85416-AE
1976-01-21,43686-1727-JD
2018-08-19,98765-61848-NO
2018-03-26,10826-16059-OE
2018-07-12,7733-97568-IB
2001-09-08,19706-881-JD
1989-10-24,98390-60271-BE
2017-01-20,16487-20429-FE
2004-01-07,5337-736-BL
2010-12-22,99091-95670-JI
2019-03-23,52339-89805-BM
1988-02-27,35511-237-GA
2017-07-16,65955-75606-FJ
1984-03-17,15944-59755-KK
2017-09-25,50428-9783-NO
2011-10-14,43302-42505-GH
2017-02-19,5290-71716-HG
2017-05-09,16640-45424-JI
2019-07-13,79881-4024-AI
2018-10-19,16991-91413-BN
2019-01-28,99699-17069-BI
2018-07-08,99796-12035-KL
2019-08-23,59617-25599-IB
2014-08-02,89136-44867-KK
2014-12-31,20984-64096-KH
2017-10-13,17875-77983-JA
2012-12-17,73812-38758-LI
2019-08-08,54870-89021-KE
2008-05-20,77069-4592-FB
2012-04-26,84520-77231-BB
2013-12-13,2787-4686-GM
2017-12-21,77792-28139-BL
1991-06-20,1390-67005-HF
2017-02-08,85241-82530-IG
2018-02-07,34146-73294-OA
2016-01-31,2154-86373-HG
2003-06-27,96919-90306-DH
2019-05-03,17324-86254-OM
2019-08-27,7524-12408-EK
2016-09-22,27557-6122-AJ
2015-04-14,96025-59664-BL
2017-03-03,26037-17216-OG
2019-02-08,91435-2461-LF
2014-09-01,76816-40693-KJ
2018-12-02,65269-36480-JB
2016-12-26,70135-96760-DH
2000-03-20,86512-27391-NO
2017-09-08,8820-51396-FM
1980-09-08,32590-44363-DA
2017-08-31,40530-20787-BB
1979-10-31,31776-61867-AK
2018-01-13,91920-6019-EB
2010-02-12,4404-5912-BM
2011-01-03,22804-70929-LF
2015-05-25,13156-32336-GG
2015-03-06,76167-20922-AF
1989-07-04,64139-80271-MJ
2019-01-04,97095-76337-BK
1993-01-31,11998-16864-II
2014-03-15,18304-3960-IO
2016-10-25,48499-31366-DK
2010-04-13,77631-78475-HK
2017-09-03,20732-57205-NJ
2018-12-07,69942-10319-HK
2002-02-10,41843-6979-EE
2019-01-19,7665-67268-KD
2009-09-28,61618-72450-MH
2019-08-14,58887-12933-LM
2004-07-07,86387-32624-HB
2017-10-15,91114-97161-IA
2008-11-23,91235-52912-OJ
2007-09-29,7292-15707-KF
1996-03-15,15629-50421-KK
1992-06-25,48636-89179-JK
2002-03-15,10188-8922-KD
2005-04-12,66718-72398-BM
2018-09-01,68501-93345-BB
2012-01-17,55508-19119-FB
2019-08-07,18731-69078-DD
2001-08-19,65190-27290-HA
2009-05-17,31475-85462-MI
2012-06-24,53398-78201-ED
2019-02-03,83207-8542-KB
2012-09-22,39376-9365-JE
2011-02-19,87230-21045-BO
1998-06-01,53325-86917-LO
2001-05-16,93887-86362-BM
2015-12-28,61669-90223-HG
2015-10-26,96403-59841-NO
2011-05-07,97967-60804-BJ
2019-09-06,94971-74312-AF
2011-11-11,49806-34453-FI
2014-10-02,31211-47016-JK
2018-11-01,817-78439-DH
2017-01-29,48838-35671-EH
2014-06-30,80399-14276-NI
1993-06-30,24828-25424-DD
2011-07-25,31355-34277-MM
1988-09-25,47486-15261-NJ
2019-05-01,88229-13776-EM
2000-06-29,68454-99031-AF
2018-08-25,59804-198-KF
2014-08-17,24191-96222-LA
2010-10-18,69020-24245-ON
2017-04-29,41619-35469-OB
2017-10-18,87159-44327-KG
2014-07-10,55748-51824-BN
2017-04-21,75679-56126-NN
2005-11-19,32145-88490-II
2017-02-20,38456-30979-EJ
2009-11-07,22108-32660-KB
2017-02-15,42455-45314-EB
2012-07-11,94312-3887-LE
2004-06-11,20544-61135-NA
2016-12-31,84264-36146-MB
2016-04-26,99342-23370-GN
2016-05-02,37194-93260-ND
2006-10-08,65416-77551-IG
2013-10-14,79294-88423-IG
2000-01-28,36132-72291-IE
1999-01-27,48003-13491-EM
2019-08-19,82580-24255-OG
2014-09-21,7835-31122-MJ
2012-12-15,15615-6049-BB
2017-09-21,14268-25022-IG
2018-03-12,2877-41188-HL
2018-10-27,52760-66876-GB
2015-09-26,57543-50878-IK
2019-08-06,46220-72141-GA
1996-02-15,39419-91553-BJ
1997-10-20,2629-97183-AB
2019-07-24,18884-92956-OJ
2008-05-25,85094-30160-EG
2015-02-05,41562-74782-JN
2016-10-10,25903-57326-BH
1996-09-21,66519-37399-GD
2019-02-22,12590-66068-DJ
2016-02-09,94990-36379-FF
2019-08-18,46430-6088-BD
2004-02-13,28560-84572-LG
2017-11-04,47500-72503-ME
2007-03-02,84-27099-GG
2002-09-23,82302-89280-AL
2014-02-13,90226-78147-OF
2017-05-29,22505-71241-BF
2017-12-11,90129-73839-HN
2010-01-09,43153-70016-ND
2010-07-19,72849-45238-BJ
1995-08-04,25758-37425-JD
1998-07-18,86106-82215-JH
2013-07-20,46259-69330-JM
2008-04-26,72961-88230-MK
2010-12-27,8694-24662-KH
2007-10-13,57212-56981-IF
2007-01-27,79937-94718-LA
2010-03-28,96538-33513-JI
2017-02-10,5882-87297-JA
2016-09-11,78738-63842-BG
2017-07-30,5860-43072-EJ
2018-04-12,21051-79203-AE
2009-06-29,13425-43171-FH
2018-03-28,33015-79242-KG
2018-10-02,15397-31405-HF
2015-12-09,56014-38819-IM
2019-12-07,53227-78495-JB
2017-05-08,40675-76748-EF
2016-09-29,43162-53870-MI
2005-12-08,42078-34211-BF
2018-01-08,41149-74147-GB
1993-12-15,73177-60472-AB
2013-10-15,39783-16442-MF
1994-08-20,545-41041-GF
2005-06-16,83025-36164-FJ
2015-02-17,11369-25268-GE
2015-01-27,98567-49499-IN
2019-03-15,87860-45081-KE
2008-08-13,12347-16229-MI
2016-10-17,31905-46006-BE
2018-05-09,84332-60307-IL
2017-01-06,45995-63666-HJ
2016-05-05,79049-44961-DG
2018-03-13,9654-85056-GA
2019-06-15,78989-29849-NJ
2005-05-04,69591-54613-OM
2011-10-10,66453-26228-DE
2007-09-22,18117-40621-GD
2016-10-02,20386-73022-IB
2011-02-24,52249-97396-IN
2013-01-22,74139-64475-HE
2019-04-22,24108-81303-LM
2019-03-17,14992-3231-KB
2013-09-25,31381-29030-OA
2011-06-11,88064-83576-AJ
2008-10-14,95984-85577-ND
2015-03-22,24873-72339-FG
2008-01-29,83662-75298-GD
2018-09-25,548-5377-IJ
2010-11-26,22160-63298-OL
2018-07-23,46806-22537-OE
2000-05-31,12416-78356-LE
2019-04-08,33701-20851-HE
1974-10-11,46467-65395-LJ
2018-06-17,30991-35001-LL
2019-01-08,60352-70904-IO
2013-07-25,12838-62189-EB
2019-07-17,85118-25665-EE
1980-12-27,35353-78959-JB
2015-04-05,31661-26071-JB
2018-06-25,56557-44466-BL
2001-06-03,62535-17988-HO
2019-07-24,98746-15932-OB
2016-12-03,52962-87842-KN
1996-01-30,69438-68285-IH
2006-05-21,12698-64054-AD
2019-02-21,56561-61989-LM
2015-04-14,79792-60311-NE
1959-04-23,96526-77927-BD
2016-04-17,26946-35277-LG
2019-08-07,43415-87412-BF
1999-08-13,87064-84946-BK
1973-04-07,86615-99281-DJ
1987-02-23,31739-9065-GL
2017-04-20,55268-10912-JE
2003-06-27,44173-39096-IK
2014-04-27,53595-82398-EG
2019-09-05,69865-49931-BM
1987-05-29,28057-34113-HF
2011-08-05,44325-92360-KJ
2018-05-15,33245-86802-OJ
1966-08-24,55368-77860-BG
2019-08-26,25260-65769-AG
2013-05-22,5440-21608-BD
1999-07-30,77556-25551-EF
2019-05-20,3457-98166-FE
2018-09-19,23047-61753-MB
2008-11-23,37523-38768-FL
2017-11-15,946-92475-GB
2008-03-18,89119-14200-FB
1996-08-21,14238-10255-OB
2003-08-27,20233-90628-NB
2014-05-18,91012-60727-AA
2018-05-13,17159-88918-HJ
2018-04-23,87707-57901-NI
2011-07-31,24068-48528-FI
2015-10-30,13566-2192-EL
2008-01-07,79525-8665-LJ
2017-03-19,46060-11472-MN
1997-09-09,8235-7584-MO
2017-10-23,80704-63148-AM
2011-01-13,84503-89112-BE
2010-04-25,22200-1639-BE
2017-08-15,60792-52787-AI
2015-03-20,44301-11481-OJ
2019-07-08,20903-2090-KL
2019-02-08,42337-25497-MO
2018-02-08,79288-35590-MG
2016-03-30,39592-42379-BH
2019-02-04,82192-47589-GM
2011-02-14,57066-35061-EM
2010-01-08,6509-16239-BD
2013-08-19,18897-56091-OO
2004-10-16,47143-66271-OL
2016-02-19,15565-5538-DB
2016-12-23,85155-68443-JD
2004-08-15,51201-56516-MB
2001-08-22,13966-8193-AI
2001-04-28,10809-48703-LG
2000-12-01,21969-74485-OH
2003-03-08,234-21969-NK
2019-02-03,17763-80095-GJ
2016-04-28,48699-94561-EI
2001-05-10,29440-2503-MB
2019-03-03,22539-49656-EA
2006-08-11,57135-44729-DH
2011-10-15,70494-96873-EA
2011-04-04,60673-52950-NO
1961-07-15,34049-47076-AN
2015-12-11,64445-49156-ML
2019-04-26,83248-15769-LB
2019-08-28,4831-46746-BF
2007-11-14,78119-74196-LO
1992-09-28,88866-23241-KB
2014-02-06,96082-34195-DF
2012-07-07,36190-83508-LD
2013-02-03,57697-46918-HB
2008-02-04,88122-36542-MB
2018-10-31,88811-97807-JA
2019-08-21,93500-1951-EK
2013-07-23,24139-68339-HL
2018-06-06,68041-66645-BN
2017-09-14,38805-21217-JO
1972-03-19,25413-3848-NO
2015-02-10,66736-68872-JO
2019-04-02,78993-99535-IB
2014-02-09,6009-71742-MJ
2017-10-21,10475-62105-NI
2013-09-11,18731-45233-OK
2019-08-14,29446-47988-FK
2017-05-14,25606-91904-IN
2019-07-16,35661-24538-FD
2016-03-21,78512-99094-OB
2011-01-24,84594-25466-AH
2018-06-20,48289-34562-LE
2017-02-14,76386-19028-BK
1980-09-27,5402-27727-MN
2007-10-22,164-60010-AB
2019-05-18,61789-95733-AK
2019-06-04,62911-59956-BO
2017-09-01,55616-16890-NL
2017-05-23,50768-62209-AH
2016-03-23,69982-29485-HB
1951-01-07,53401-4772-MG
2013-03-25,57316-26439-NL
